InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538837,20727,LUNCH BAG  BLACK SKULL,35,2010-12-22 15:34:00,4.35,19873.0,United Kingdom
550258,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2010-11-20 10:48:00,3.63,18200.0,United Kingdom
553667,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-06-18 10:38:00,14.36,,United Kingdom
549958,47566B,TEA TIME PARTY BUNTING,21,2010-03-17 11:09:00,7.06,13823.0,Netherlands
550445,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2011-10-13 09:59:00,3.1,12718.0,Spain
544727,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2010-11-28 15:47:00,6.25,14044.0,United Kingdom
556675,POST,POSTAGE,3,2010-06-09 13:07:00,2.35,17690.0,United Kingdom
550328,22633,HAND WARMER UNION JACK,2,2011-05-29 10:33:00,2.04,14515.0,Netherlands
545565,22386,JUMBO BAG PINK POLKADOT,25,2011-09-08 10:09:00,4.54,14259.0,Germany
543616,21232,STRAWBERRY CERAMIC TRINKET BOX,9,2010-12-23 13:19:00,3.1,15906.0,United Kingdom
544549,85099C,JUMBO  BAG BAROQUE BLACK WHITE,18,2010-07-30 13:10:00,2.77,15835.0,United Kingdom
553459,84029E,RED WOOLLY HOTTIE WHITE HEART,23,2010-10-20 15:33:00,5.08,12481.0,United Kingdom
540734,22423,REGENCY CAKESTAND 3 TIER,2,2010-04-15 13:45:00,22.57,16455.0,United Kingdom
557041,23343,JUMBO BAG OWLS,17,2011-05-08 18:45:00,2.82,15552.0,United Kingdom
537246,22470,HEART OF WICKER LARGE,6,2011-12-09 11:54:00,4.51,18973.0,United Kingdom
547110,71053,WHITE METAL LANTERN,15,2010-11-22 15:52:00,4.11,14358.0,United Kingdom
552603,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-01-10 13:02:00,9.38,19822.0,United Kingdom
551689,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-10-22 15:01:00,3.97,14253.0,Belgium
549767,22423,REGENCY CAKESTAND 3 TIER,13,2011-08-23 17:40:00,19.02,17734.0,United Kingdom
540673,22752,SET 7 BABUSHKA NESTING BOXES,3,2010-11-08 09:16:00,10.98,19759.0,United Kingdom
557120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-07-01 11:45:00,2.28,13611.0,United Kingdom
545201,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-01-24 11:09:00,0.47,13721.0,Sweden
551778,22470,HEART OF WICKER LARGE,12,2011-04-11 09:55:00,7.67,,United Kingdom
C538395,85099B,JUMBO BAG RED RETROSPOT,-11,2011-01-03 14:59:00,3.91,18221.0,United Kingdom
554611,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-05 11:17:00,2.57,,United Kingdom
552215,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,2011-09-15 10:21:00,2.96,19914.0,United Kingdom
C552989,22554B,PLASTERS IN TIN VINTAGE STAR,-50,2010-05-23 16:40:00,3.62,19131.0,United Kingdom
550710,M,Manual,21,2010-06-23 12:44:00,43.3,,United Kingdom
555008,85099B,JUMBO BAG RED RETROSPOT,4,2011-11-09 15:31:00,3.03,14775.0,United Kingdom
540706,22551,PLASTERS IN TIN WOODLAND ANIMALS,4,2011-11-25 17:28:00,1.75,15649.0,United Kingdom
556625,85099B,JUMBO BAG RED RETROSPOT,14,2010-01-13 14:26:00,2.46,12597.0,United Kingdom
544188,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-09-10 11:18:00,7.15,14504.0,United Kingdom
549807,22469,HEART OF WICKER SMALL,7,2011-12-01 16:06:00,5.95,18234.0,United Kingdom
554126,85099B,JUMBO BAG RED RETROSPOT,4,2010-11-14 18:14:00,2.82,17334.0,United Kingdom
537562,21977,PACK OF 60 DINOSAUR CAKE CASES,10,2010-06-14 09:09:00,1.36,13872.0,Germany
539575,22470,HEART OF WICKER LARGE,3,2010-03-05 16:06:00,6.09,19503.0,USA
556158,22554,PLASTERS IN TIN SKULLS,3,2011-06-15 16:49:00,2.08,16854.0,United Kingdom
558320,22752,SET 7 BABUSHKA NESTING BOXES,10,2010-08-30 14:54:00,14.48,19372.0,United Kingdom
554830,20727,LUNCH BAG  BLACK SKULL,5,2011-04-02 18:06:00,4.2,17828.0,United Kingdom
544925,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2010-07-01 12:15:00,0.87,17589.0,United Kingdom
549801,21977,PACK OF 60 DINOSAUR CAKE CASES,22,2011-02-17 18:57:00,1.55,14782.0,France
537001,23166,MEDIUM CERAMIC TOP STORAGE JAR,11,2010-10-13 17:14:00,3.06,,United Kingdom
538411,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2011-12-19 16:18:00,0.69,17659.0,United Kingdom
548287,M,Manual,27,2011-02-18 18:29:00,21.37,15482.0,United Kingdom
540838,23343,JUMBO BAG OWLS,1,2010-10-31 15:09:00,4.98,18760.0,France
542512,23343,,4,2011-01-26 16:57:00,5.24,14729.0,United Kingdom
541981,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-06-19 16:04:00,9.15,17997.0,United Kingdom
546644,M,Manual,5,2011-10-07 17:18:00,28.47,16956.0,United Kingdom
545406,POST,POSTAGE,4,2011-08-22 12:07:00,2.59,14286.0,United Kingdom
549394,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2010-02-16 13:21:00,3.58,12442.0,Spain
544908,21977,PACK OF 60 DINOSAUR CAKE CASES,3,2011-01-23 14:14:00,1.19,12782.0,United Kingdom
544504,22470,HEART OF WICKER LARGE,1,2011-04-30 12:03:00,4.45,13746.0,United Kingdom
539129,85123B,IVORY HANGING HEART T-LIGHT HOLDER,4,2010-10-28 09:09:00,1.33,13582.0,United Kingdom
544062,20727,LUNCH BAG  BLACK SKULL,46,2011-09-06 12:58:00,1.68,16611.0,United Kingdom
557633,22469,HEART OF WICKER SMALL,8,2011-03-28 17:26:00,5.68,13219.0,United Kingdom
550227,47566B,TEA TIME PARTY BUNTING,2,2011-01-06 13:13:00,8.93,12709.0,United Kingdom
550602,22557,PLASTERS IN TIN CIRCUS PARADE,11,2011-02-25 10:27:00,2.68,15590.0,United Kingdom
555782,22554B,PLASTERS IN TIN VINTAGE STAR,9,2011-01-24 15:41:00,3.99,12887.0,United Kingdom
538807,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-04-17 13:40:00,2.12,15646.0,United Kingdom
542703,84029E,RED WOOLLY HOTTIE WHITE HEART,32,2010-01-05 09:15:00,4.3,13342.0,France
556524,22386,JUMBO BAG PINK POLKADOT,1,2011-03-31 16:17:00,4.33,19311.0,United Kingdom
556837,POST,POSTAGE,3,2010-12-14 10:48:00,1.91,14403.0,United Kingdom
541423,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-09-05 14:08:00,0.82,16894.0,United Kingdom
537996,22632,HAND WARMER RED POLKA DOT,9,2011-06-11 17:31:00,4.87,16124.0,Germany
542156,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2010-12-23 17:30:00,2.25,16262.0,United Kingdom
555727,M,Manual,2,2011-03-11 12:52:00,3.91,13014.0,France
547122,M,Manual,3,2010-12-01 17:51:00,31.98,19097.0,United Kingdom
540897,22557,PLASTERS IN TIN CIRCUS PARADE,5,2010-10-17 15:27:00,2.61,17878.0,United Kingdom
543444,22386,JUMBO BAG PINK POLKADOT,11,2011-09-05 10:30:00,2.4,18199.0,United Kingdom
551616,21232,STRAWBERRY CERAMIC TRINKET BOX,22,2010-02-28 10:58:00,2.45,,United Kingdom
557565,84406B,CREAM CUPID HEARTS COAT HANGER,25,2011-06-27 17:39:00,1.71,17367.0,United Kingdom
545755,22386,JUMBO BAG PINK POLKADOT,6,2011-02-17 12:19:00,5.24,16617.0,United Kingdom
548334,85099C,JUMBO  BAG BAROQUE BLACK WHITE,14,2011-04-09 10:22:00,5.02,14717.0,United Kingdom
554478,21977,PACK OF 60 DINOSAUR CAKE CASES,4,2011-09-24 11:09:00,1.74,19261.0,Netherlands
549254,85123B,IVORY HANGING HEART T-LIGHT HOLDER,7,2011-04-19 11:58:00,2.17,16838.0,United Kingdom
542674,22554B,PLASTERS IN TIN VINTAGE STAR,5,2011-10-09 10:52:00,3.41,13537.0,United Kingdom
549053,22386,JUMBO BAG PINK POLKADOT,4,2010-07-29 14:29:00,2.97,16381.0,United Kingdom
536789,22386,JUMBO BAG PINK POLKADOT,11,2011-08-23 16:00:00,4.03,18157.0,United Kingdom
C545449,85123B,IVORY HANGING HEART T-LIGHT HOLDER,-5,2010-11-19 15:42:00,48.25,17723.0,United Kingdom
542581,22469,HEART OF WICKER SMALL,8,2011-11-12 15:04:00,3.7,16128.0,United Kingdom
550177,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2011-01-08 18:18:00,1.2,13579.0,United Kingdom
546201,22633,HAND WARMER UNION JACK,6,2010-09-22 18:36:00,4.28,14899.0,United Kingdom
541057,22557,PLASTERS IN TIN CIRCUS PARADE,2,2011-03-12 13:31:00,3.08,14681.0,United Kingdom
546705,47566B,TEA TIME PARTY BUNTING,7,2011-01-05 14:27:00,7.51,13620.0,United Kingdom
C546559,71053,WHITE METAL LANTERN,-6,2011-09-27 14:28:00,5.76,15876.0,United Kingdom
539379,22632,HAND WARMER RED POLKA DOT,2,2010-02-04 17:08:00,2.29,17062.0,United Kingdom
547221,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-08-03 15:01:00,1.09,18718.0,United Kingdom
545679,22554B,PLASTERS IN TIN VINTAGE STAR,22,2011-01-01 16:27:00,3.48,17616.0,United Kingdom
556741,22551,PLASTERS IN TIN WOODLAND ANIMALS,3,2011-03-02 13:54:00,2.79,19009.0,Germany
538153,22423,REGENCY CAKESTAND 3 TIER,4,2010-03-26 16:14:00,21.64,17741.0,Germany
557000,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2010-04-22 10:20:00,2.84,14529.0,United Kingdom
537517,22632,HAND WARMER RED POLKA DOT,14,2010-11-21 15:35:00,2.77,15775.0,Switzerland
553597,M,Manual,2,2010-05-19 17:18:00,30.97,,United Kingdom
539579,71053,WHITE METAL LANTERN,3,2010-03-04 16:33:00,5.08,16244.0,Switzerland
543677,21212,PACK OF 72 RETROSPOT CAKE CASES,11,2010-11-02 10:50:00,0.93,12576.0,United Kingdom
549272,22554,PLASTERS IN TIN SKULLS,1,2011-09-07 13:19:00,3.37,16930.0,United Kingdom
544850,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2010-09-20 09:56:00,6.17,19467.0,United Kingdom
540749,22423,REGENCY CAKESTAND 3 TIER,26,2011-03-13 09:27:00,14.21,19860.0,United Kingdom
538849,22632,HAND WARMER RED POLKA DOT,3,2010-10-26 13:47:00,3.0,17996.0,United Kingdom
541151,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2010-01-15 09:47:00,4.15,19312.0,United Kingdom
549187,21232,STRAWBERRY CERAMIC TRINKET BOX,29,2011-03-15 16:12:00,4.06,19420.0,EIRE
538775,23343,JUMBO BAG OWLS,11,2011-03-17 15:04:00,4.82,17199.0,United Kingdom
537073,POST,POSTAGE,14,2010-02-02 14:34:00,3.21,12608.0,United Kingdom
541118,22632,HAND WARMER RED POLKA DOT,4,2010-11-24 13:55:00,3.05,12962.0,United Kingdom
544034,22632,HAND WARMER RED POLKA DOT,15,2011-12-07 14:04:00,2.57,19681.0,United Kingdom
552658,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2011-06-23 10:54:00,6.99,14976.0,United Kingdom
551658,22557,PLASTERS IN TIN CIRCUS PARADE,3,2011-03-29 18:15:00,3.4,12400.0,United Kingdom
546456,22423,REGENCY CAKESTAND 3 TIER,4,2011-07-30 15:45:00,24.56,17987.0,United Kingdom
554256,22632,HAND WARMER RED POLKA DOT,5,2011-11-15 11:28:00,3.4,16940.0,EIRE
542116,22752,SET 7 BABUSHKA NESTING BOXES,5,2010-12-02 18:57:00,11.11,16338.0,United Kingdom
551569,22633,HAND WARMER UNION JACK,21,2010-06-23 17:38:00,3.38,13582.0,United Kingdom
544187,POST,POSTAGE,3,2011-09-26 10:15:00,2.14,13134.0,Germany
537907,22469,HEART OF WICKER SMALL,10,2011-08-26 17:53:00,5.52,14209.0,United Kingdom
557325,M,Manual,71,2011-10-14 13:38:00,16.09,16744.0,United Kingdom
541552,84029E,,2,2011-01-29 09:44:00,6.1,14896.0,United Kingdom
539205,22554,PLASTERS IN TIN SKULLS,5,2010-12-20 18:08:00,2.52,16816.0,United Kingdom
541752,23166,MEDIUM CERAMIC TOP STORAGE JAR,8,2010-12-11 16:35:00,4.64,12517.0,United Kingdom
536686,22470,HEART OF WICKER LARGE,22,2010-08-08 10:11:00,6.55,15597.0,United Kingdom
557043,85099B,JUMBO BAG RED RETROSPOT,5,2010-09-23 13:07:00,2.35,17377.0,United Kingdom
538007,22554,PLASTERS IN TIN SKULLS,7,2011-12-15 18:45:00,2.19,17606.0,United Kingdom
C539817,84029E,RED WOOLLY HOTTIE WHITE HEART,-9,2010-12-10 18:41:00,4.99,16281.0,United Kingdom
537969,22554,PLASTERS IN TIN SKULLS,5,2011-02-16 17:44:00,2.32,16633.0,United Kingdom
538530,20727,LUNCH BAG  BLACK SKULL,7,2010-04-07 13:38:00,2.0,,United Kingdom
557719,22551,PLASTERS IN TIN WOODLAND ANIMALS,5,2010-05-11 14:46:00,4.21,16930.0,United Kingdom
540150,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-03-08 15:07:00,8.65,13637.0,United Kingdom
555022,47566,PARTY BUNTING,1,2011-12-13 13:23:00,8.33,18816.0,United Kingdom
550218,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-10-17 11:40:00,4.18,14232.0,United Kingdom
537320,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-02-15 16:13:00,6.23,17981.0,United Kingdom
537807,71053,WHITE METAL LANTERN,8,2011-12-22 13:38:00,5.54,18667.0,United Kingdom
544040,22554B,PLASTERS IN TIN VINTAGE STAR,38,2011-01-16 16:52:00,2.23,13260.0,United Kingdom
549053,22554B,PLASTERS IN TIN VINTAGE STAR,25,2010-07-29 14:29:00,2.57,16381.0,United Kingdom
544738,22470,HEART OF WICKER LARGE,13,2011-11-11 11:06:00,5.37,15306.0,United Kingdom
538276,84029E,RED WOOLLY HOTTIE WHITE HEART,21,2011-12-17 10:52:00,6.46,19156.0,United Kingdom
544222,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-12-15 17:20:00,2.53,19827.0,Spain
544181,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-07-20 15:52:00,2.48,13992.0,France
536804,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,2010-11-24 16:12:00,2.16,16499.0,United Kingdom
C556990,21212,PACK OF 72 RETROSPOT CAKE CASES,-47,2010-12-27 14:43:00,0.8,19892.0,United Kingdom
536855,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2011-05-17 13:30:00,1.25,19947.0,United Kingdom
539714,22470,HEART OF WICKER LARGE,27,2011-10-01 11:47:00,4.33,15059.0,Sweden
543335,47566,PARTY BUNTING,4,2011-09-07 10:43:00,8.86,16533.0,United Kingdom
553170,22469,HEART OF WICKER SMALL,7,2011-11-06 15:34:00,4.16,19641.0,United Kingdom
539261,85099B,JUMBO BAG RED RETROSPOT,4,2010-01-12 13:09:00,2.79,13788.0,United Kingdom
539372,22554,PLASTERS IN TIN SKULLS,7,2011-10-23 12:25:00,2.76,18692.0,United Kingdom
540554,85099C,JUMBO  BAG BAROQUE BLACK WHITE,8,2011-11-11 17:40:00,4.88,14145.0,United Kingdom
547022,M,Manual,6,2011-01-06 11:12:00,36.02,13109.0,United Kingdom
553019,21232,STRAWBERRY CERAMIC TRINKET BOX,41,2011-08-24 10:39:00,3.65,17706.0,United Kingdom
557646,POST,POSTAGE,37,2011-11-10 15:34:00,4.06,12453.0,United Kingdom
557018,22554B,PLASTERS IN TIN VINTAGE STAR,4,2011-12-28 15:30:00,2.06,12383.0,United Kingdom
551847,M,Manual,3,2010-12-01 16:25:00,9.15,13707.0,United Kingdom
550135,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2011-02-18 10:57:00,2.81,15693.0,United Kingdom
542732,22554,PLASTERS IN TIN SKULLS,3,2011-11-07 18:32:00,2.64,19436.0,United Kingdom
539059,21977,PACK OF 60 DINOSAUR CAKE CASES,6,2011-03-27 12:03:00,1.45,18032.0,United Kingdom
545998,M,Manual,4,2010-12-21 14:00:00,35.22,18224.0,United Kingdom
547420,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-03-13 18:15:00,11.51,12906.0,United Kingdom
541636,M,Manual,8,2010-05-14 12:45:00,31.72,14144.0,United Kingdom
552864,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-11-03 17:58:00,13.86,14644.0,United Kingdom
536667,22551,PLASTERS IN TIN WOODLAND ANIMALS,20,2010-03-02 12:19:00,3.97,18982.0,United Kingdom
547895,22470,HEART OF WICKER LARGE,4,2010-02-22 14:15:00,3.72,16354.0,United Kingdom
542820,22633,HAND WARMER UNION JACK,1,2010-07-29 12:59:00,4.81,12793.0,United Kingdom
541174,22469,HEART OF WICKER SMALL,18,2011-04-03 12:27:00,4.18,18363.0,United Kingdom
539821,22551,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-09-25 16:25:00,36.87,18324.0,United Kingdom
546274,22554B,PLASTERS IN TIN VINTAGE STAR,27,2010-10-20 11:05:00,44.84,,EIRE
543350,22554B,PLASTERS IN TIN VINTAGE STAR,9,2011-01-07 12:30:00,3.29,19816.0,Portugal
542952,22470,HEART OF WICKER LARGE,5,2010-07-06 12:46:00,3.37,18992.0,Germany
544886,71053,WHITE METAL LANTERN,11,2011-09-18 12:46:00,71.47,16583.0,United Kingdom
558144,22554,PLASTERS IN TIN SKULLS,2,2011-01-18 10:52:00,2.24,,United Kingdom
555753,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-12-22 11:52:00,8.46,18587.0,United Kingdom
551381,47566B,TEA TIME PARTY BUNTING,8,2010-03-27 16:30:00,9.11,13501.0,United Kingdom
555016,POST,POSTAGE,6,2010-09-28 16:42:00,3.21,17670.0,USA
546494,22470,HEART OF WICKER LARGE,11,2010-12-13 18:38:00,4.56,16298.0,United Kingdom
552751,22633,HAND WARMER UNION JACK,2,2010-10-17 18:38:00,2.87,12977.0,United Kingdom
556276,POST,POSTAGE,6,2010-04-11 14:53:00,2.92,19370.0,United Kingdom
554493,22632,HAND WARMER RED POLKA DOT,3,2010-03-18 14:43:00,3.22,18774.0,United Kingdom
557821,POST,POSTAGE,3,2010-08-22 13:06:00,3.91,17018.0,United Kingdom
536724,22557,PLASTERS IN TIN CIRCUS PARADE,5,2011-02-27 16:33:00,3.38,12450.0,United Kingdom
540049,21977,PACK OF 60 DINOSAUR CAKE CASES,35,2010-06-20 13:15:00,1.16,18901.0,United Kingdom
540219,20727,LUNCH BAG  BLACK SKULL,3,2011-01-02 11:10:00,3.31,16336.0,EIRE
538055,M,Manual,7,2010-11-24 09:12:00,10.24,13907.0,United Kingdom
556658,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-01-11 09:35:00,2.4,16729.0,Germany
550333,21977,PACK OF 60 DINOSAUR CAKE CASES,4,2010-10-31 10:33:00,1.91,12617.0,United Kingdom
553495,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-11-21 13:10:00,1.16,15799.0,United Kingdom
542090,POST,POSTAGE,6,2010-12-26 12:37:00,1.53,19758.0,United Kingdom
547941,23166,MEDIUM CERAMIC TOP STORAGE JAR,6,2010-02-07 10:33:00,4.29,16410.0,United Kingdom
545986,71053,WHITE METAL LANTERN,2,2010-01-28 18:54:00,3.74,17528.0,United Kingdom
539404,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,39,2010-01-02 11:56:00,7.29,15964.0,United Kingdom
544832,20727,LUNCH BAG  BLACK SKULL,11,2011-10-07 18:23:00,3.1,18003.0,Sweden
551581,22557,PLASTERS IN TIN CIRCUS PARADE,9,2011-10-09 12:15:00,3.69,19799.0,Germany
553904,22752,SET 7 BABUSHKA NESTING BOXES,7,2011-08-18 18:30:00,10.35,15123.0,United Kingdom
545653,47566B,TEA TIME PARTY BUNTING,8,2011-06-04 18:11:00,9.81,17351.0,United Kingdom
547792,M,Manual,16,2011-08-30 18:40:00,15.13,16630.0,United Kingdom
552372,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-12-23 12:32:00,5.2,17107.0,United Kingdom
552481,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-11-16 18:27:00,1.8,16383.0,United Kingdom
550448,22551,PLASTERS IN TIN WOODLAND ANIMALS,3,2011-04-21 11:31:00,3.37,17886.0,United Kingdom
555806,85123B,IVORY HANGING HEART T-LIGHT HOLDER,7,2011-09-23 10:32:00,3.29,16702.0,United Kingdom
536724,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-02-27 16:33:00,2.62,12450.0,United Kingdom
541225,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-11-25 13:06:00,2.05,18194.0,United Kingdom
543121,21212,PACK OF 72 RETROSPOT CAKE CASES,19,2011-10-11 10:00:00,0.99,15201.0,United Kingdom
550245,22554B,PLASTERS IN TIN VINTAGE STAR,19,2011-01-27 10:38:00,25.04,19196.0,Germany
545409,M,Manual,11,2011-11-28 18:06:00,41.72,19031.0,United Kingdom
552718,M,Manual,12,2011-11-21 14:55:00,18.62,18295.0,Germany
552795,22632,HAND WARMER RED POLKA DOT,2,2010-02-07 15:35:00,2.4,15156.0,United Kingdom
539678,22386,JUMBO BAG PINK POLKADOT,10,2010-01-07 15:10:00,4.38,17381.0,United Kingdom
547047,84406B,CREAM CUPID HEARTS COAT HANGER,9,2010-07-06 18:26:00,3.4,16363.0,United Kingdom
537544,22554,PLASTERS IN TIN SKULLS,47,2011-10-12 12:23:00,1.79,15734.0,United Kingdom
556684,47566,PARTY BUNTING,8,2011-11-20 09:30:00,5.75,13929.0,United Kingdom
548511,22470,HEART OF WICKER LARGE,13,2011-07-10 09:56:00,4.86,13031.0,United Kingdom
557109,21232,STRAWBERRY CERAMIC TRINKET BOX,20,2011-12-08 12:10:00,4.9,15902.0,United Kingdom
537444,22386,JUMBO BAG PINK POLKADOT,15,2010-06-04 15:15:00,2.27,18181.0,United Kingdom
547635,POST,POSTAGE,4,2011-12-29 16:34:00,2.87,,United Kingdom
547371,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-11-03 14:12:00,3.91,13957.0,United Kingdom
551278,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2010-12-07 09:21:00,1.45,13161.0,United Kingdom
541250,22551,PLASTERS IN TIN WOODLAND ANIMALS,6,2011-11-01 09:02:00,3.04,19060.0,United Kingdom
558306,22386,JUMBO BAG PINK POLKADOT,58,2011-12-14 13:25:00,3.83,15816.0,United Kingdom
551083,22632,HAND WARMER RED POLKA DOT,3,2010-08-14 11:27:00,2.11,17218.0,United Kingdom
537451,22551,PLASTERS IN TIN WOODLAND ANIMALS,8,2011-11-28 17:24:00,2.52,14326.0,United Kingdom
552356,M,Manual,26,2010-11-06 16:09:00,10.06,19014.0,United Kingdom
546740,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-01-02 16:49:00,0.43,17861.0,United Kingdom
545003,20727,LUNCH BAG  BLACK SKULL,5,2010-07-15 18:39:00,1.78,14649.0,United Kingdom
539217,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2010-02-21 12:14:00,7.08,12840.0,United Kingdom
544618,85099C,JUMBO  BAG BAROQUE BLACK WHITE,64,2011-04-16 12:20:00,2.41,14893.0,United Kingdom
537393,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-03-22 09:44:00,1.59,16432.0,United Kingdom
550513,22470,HEART OF WICKER LARGE,2,2011-03-23 10:08:00,3.66,13531.0,United Kingdom
556018,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2010-04-07 17:21:00,4.56,16362.0,United Kingdom
543608,22632,HAND WARMER RED POLKA DOT,2,2010-02-09 14:58:00,4.08,16948.0,United Kingdom
555358,22752,SET 7 BABUSHKA NESTING BOXES,4,2010-08-11 12:00:00,172.65,15182.0,United Kingdom
543292,85099B,JUMBO BAG RED RETROSPOT,12,2011-05-20 14:36:00,4.46,17569.0,United Kingdom
556925,22470,HEART OF WICKER LARGE,10,2011-09-10 12:39:00,7.09,16178.0,United Kingdom
555075,85099B,JUMBO BAG RED RETROSPOT,5,2010-12-25 14:25:00,1.97,15120.0,France
543607,23166,MEDIUM CERAMIC TOP STORAGE JAR,15,2010-01-05 10:13:00,5.51,15624.0,United Kingdom
539887,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-01-12 11:34:00,2.35,15835.0,United Kingdom
551943,23343,JUMBO BAG OWLS,10,2011-05-11 11:53:00,4.1,14848.0,United Kingdom
557655,85099B,JUMBO BAG RED RETROSPOT,14,2010-12-27 09:56:00,3.31,17405.0,Finland
C546161,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2010-01-05 10:34:00,3.38,15630.0,Spain
544843,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-08-20 18:32:00,2.01,16159.0,EIRE
543773,22557,PLASTERS IN TIN CIRCUS PARADE,3,2010-12-10 10:16:00,2.25,15097.0,United Kingdom
539008,47566,PARTY BUNTING,9,2011-03-22 11:47:00,9.31,14368.0,United Kingdom
545770,21232,STRAWBERRY CERAMIC TRINKET BOX,67,2010-03-08 10:48:00,4.48,18817.0,United Kingdom
546746,22551,PLASTERS IN TIN WOODLAND ANIMALS,27,2010-10-24 11:26:00,3.66,18477.0,United Kingdom
545493,23166,MEDIUM CERAMIC TOP STORAGE JAR,9,2010-05-13 11:14:00,5.29,13187.0,United Kingdom
545120,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2010-03-10 13:07:00,1.39,13599.0,United Kingdom
547181,22752,SET 7 BABUSHKA NESTING BOXES,3,2010-09-12 14:40:00,14.44,17640.0,United Kingdom
545133,23343,JUMBO BAG OWLS,1,2010-02-22 10:19:00,4.06,12903.0,United Kingdom
C539582,84406B,CREAM CUPID HEARTS COAT HANGER,-22,2011-02-26 15:22:00,2.98,17859.0,Germany
550082,71053,WHITE METAL LANTERN,8,2011-05-18 17:00:00,3.98,14028.0,United Kingdom
539358,22752,SET 7 BABUSHKA NESTING BOXES,34,2010-01-08 16:26:00,13.83,13173.0,United Kingdom
537035,22557,PLASTERS IN TIN CIRCUS PARADE,1,2010-10-09 12:44:00,2.44,14177.0,United Kingdom
544529,47566B,TEA TIME PARTY BUNTING,3,2010-03-28 12:34:00,9.14,18770.0,United Kingdom
536840,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-29 13:11:00,1.49,19105.0,United Kingdom
C550711,22470,HEART OF WICKER LARGE,-5,2010-01-10 14:24:00,7.15,14718.0,United Kingdom
536668,85123B,IVORY HANGING HEART T-LIGHT HOLDER,6,2010-12-22 16:48:00,3.35,15128.0,United Kingdom
550943,22469,HEART OF WICKER SMALL,3,2010-03-20 10:32:00,2.0,13674.0,United Kingdom
540731,22386,JUMBO BAG PINK POLKADOT,41,2010-12-16 17:39:00,26.9,15860.0,United Kingdom
555557,85099C,JUMBO  BAG BAROQUE BLACK WHITE,9,2010-11-10 15:31:00,5.03,16013.0,United Kingdom
539768,22633,HAND WARMER UNION JACK,9,2011-06-26 15:38:00,3.89,,United Kingdom
540389,23343,JUMBO BAG OWLS,28,2010-02-05 16:15:00,2.39,20023.0,United Kingdom
